ElementPath,ElementName,Type,Depth,Visible,Width,Height,X,Y,PaddingTop,PaddingBottom,PaddingLeft,PaddingRight,Gap,BorderRadius,FillColor,FillOpacity,BorderColor,BorderWidth,TextContent,FontFamily,FontSize,FontWeight,LineHeight,LetterSpacing,TextAlign,TextColor,LayoutMode,HasShadow
"Checkout > choose payment compact > Slot/Header > .header-component-mobile > DaznRubik > icon > Path","Path","VECTOR","6","true","7","8","480","-15230","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Header > .header-component-mobile > DaznRubik > icon > Path","Path","VECTOR","6","true","2","3","482","-15228","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Header > .header-component-mobile > DaznRubik > icon > Path","Path","VECTOR","6","true","27","27","466","-15234","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > Slot/Header > .header-component-mobile > DaznRubik > icon > Path","Path","VECTOR","6","true","23","23","467","-15233","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > .status-bar",".status-bar","INSTANCE","2","true","375","54","136","-15302","18","18","28","28","10","","","","","","","","","","","","","","VERTICAL",""
"Checkout > choose payment compact > .status-bar > time and status","time and status","FRAME","3","true","319","18","164","-15284","0","0","0","0","237","","","","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > .status-bar > time and status > time","time","FRAME","4","true","61","18","164","-15284","0","0","10","10","10","","","","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > .status-bar > time and status > time > Time","Time","TEXT","5","true","41","18","174","-15284","0","0","0","0","0","","#ffffff","100%","","","15:45","SF Pro Text","15","600","18px","-0.2800000011920929","CENTER","#ffffff","",""
"Checkout > choose payment compact > .status-bar > time and status > Status/mini","Status/mini","INSTANCE","4","true","68","13","415","-15281","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > .status-bar > time and status > Status/mini > Battery/mini","Battery/mini","INSTANCE","5","true","23","11","460","-15281","0","0","0","0","0","","","","","","","","","","","","","","",""
"Checkout > choose payment compact > .status-bar > time and status > Status/mini > Battery/mini > Border","Border","VECTOR","6","true","21","11","460","-15281","0","0","0","0","0","3.3299999237060547","","","#ffffff","1","","","","","","","","","",""
"Checkout > choose payment compact > .status-bar > time and status > Status/mini > Battery/mini > Cap","Cap","VECTOR","6","true","1","4","481","-15277","0","0","0","0","0","","#ffffff","40%","","","","","","","","","","","",""
"Checkout > choose payment compact > .status-bar > time and status > Status/mini > Battery/mini > Capacity","Capacity","RECTANGLE","6","true","17","7","462","-15279","0","0","0","0","0","1.3333333730697632","#ffffff","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > .status-bar > time and status > Status/mini > Wifi","Wifi","BOOLEAN_OPERATION","5","true","15","11","439","-15281","0","0","0","0","0","","#ffffff","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > .status-bar > time and status > Status/mini > Wifi > Wifi-path","Wifi-path","VECTOR","6","true","15","5","439","-15281","0","0","0","0","0","","#ffffff","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > .status-bar > time and status > Status/mini > Wifi > Wifi-path","Wifi-path","VECTOR","6","true","10","4","442","-15277","0","0","0","0","0","","#ffffff","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > .status-bar > time and status > Status/mini > Wifi > Wifi-path","Wifi-path","VECTOR","6","true","5","3","444","-15273","0","0","0","0","0","","#ffffff","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > .status-bar > time and status > Status/mini > Cellular","Cellular","BOOLEAN_OPERATION","5","true","17","11","417","-15280","0","0","0","0","0","","#ffffff","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > .status-bar > time and status > Status/mini > Cellular > Cellular_Connection-path","Cellular_Connection-path","VECTOR","6","true","3","4","417","-15274","0","0","0","0","0","","#ffffff","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > .status-bar > time and status > Status/mini > Cellular > Cellular_Connection-path","Cellular_Connection-path","VECTOR","6","true","3","6","421","-15276","0","0","0","0","0","","#ffffff","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > .status-bar > time and status > Status/mini > Cellular > Cellular_Connection-path","Cellular_Connection-path","VECTOR","6","true","3","8","426","-15278","0","0","0","0","0","","#ffffff","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > .status-bar > time and status > Status/mini > Cellular > Cellular_Connection-path","Cellular_Connection-path","VECTOR","6","true","3","11","431","-15280","0","0","0","0","0","","#ffffff","100%","","","","","","","","","","","",""
"Checkout > choose payment compact > .Safari, iOS",".Safari, iOS","INSTANCE","2","true","375","90","136","-14537","16","30","32","32","8","","","","","","","","","","","","","","HORIZONTAL",""
"Checkout > choose payment compact > .Safari, iOS > Above Keyboard Button","Above Keyboard Button","FRAME","3","true","44","44","168","-14521","0","0","12","12","10","24","#ffffff","8%","","","","","","","","","","","HORIZONTAL","Yes"
"Checkout > choose payment compact > .Safari, iOS > Above Keyboard Button > 􀆇","􀆇","TEXT","4","true","17","42","182","-14520","0","0","0","0","0","","#ffffff","100%","","","􀆉","SF Pro","22","510","42px","0","CENTER","#ffffff","",""
"Checkout > choose payment compact > .Safari, iOS > Search Bar","Search Bar","FRAME","3","true","207","44","220","-14521","0","0","0","0","0","24","#ffffff","8%","","","","","","","","","","","","Yes"
"Checkout > choose payment compact > .Safari, iOS > Search Bar > reload","reload","VECTOR","4","true","15","18","399","-14508","0","0","0","0","0","","#ffffff","100%","#ffffff","0.20000000298023224","","","","","","","","","",""
"Checkout > choose payment compact > .Safari, iOS > Search Bar > domain","domain","TEXT","4","true","80","20","284","-14509","0","0","0","0","0","","#ffffff","100%","","","dazn.com","SF Pro Text","17","500","20px","0","CENTER","#ffffff","",""
"Checkout > choose payment compact > .Safari, iOS > Search Bar > site settings","site settings","VECTOR","4","true","15","18","235","-14508","0","0","0","0","0","","#ffffff","100%","#ffffff","0.20000000298023224","","","","","","","","","",""
"Checkout > choose payment compact > .Safari, iOS > Button","Button","FRAME","3","true","44","44","435","-14521","9","9","0","0","0","24","#ffffff","8%","","","","","","","","","","","HORIZONTAL","Yes"
"Checkout > choose payment compact > .Safari, iOS > Button > 􀓔","􀓔","TEXT","4","true","24","24","445","-14511","0","0","0","0","0","","#ffffff","100%","","","􀍠","SF Compact","23","350","27px","0","CENTER","#ffffff","",""
